Exchange Gain/Loss,汇兑损益,
Exchange Rate Revaluation master.,汇率重估主数据。,
Exchange Rate must be same as {0} {1} ({2}),汇率必须一致{0} {1}（{2}）,
Excise Invoice,消费费用清单,
Execution,执行,
Executive Search,猎头,
Expand All,展开全部,
Expected Delivery Date,预计交货日期,
Expected Delivery Date should be after Sales Order Date,预计交货日期应在销售订单日期之后,
Expected End Date,预计结束日期,
Expected Hrs,预计的小时数,
Expected Start Date,预计开始日期,
Expense,费用,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,费用/差异科目({0})必须是一个“益损”类科目,
Expense Account,费用科目,
Expense Claim,费用报销,
Expense Claims,报销,
Expense account is mandatory for item {0},必须为物料{0}指定费用科目,
Expenses,费用,
Expenses Included In Asset Valuation,包含在资产评估价中的费用科目,
Expenses Included In Valuation,计入库存评估价的费用科目,
Expired Batches,过期批次,
Expires On,到期,
Expiring On,即将到期,
Expiry (In Days),过期(按天计算),
Explore,探索,
Export E-Invoices,出口电子发票,
Extra Large,特大号,
Extra Small,超小,
Fail,失败,
Failed,失败,
Failed to create website,无法创建网站,
Failed to install presets,无法安装预设,
Failed to login,登录失败,
Failed to setup company,未能设立公司,
Failed to setup defaults,无法设置默认值,
Failed to setup post company fixtures,未能设置公司固定装置,
Fax,传真,
Fee,费用,
Fee Created,创建费用,
Fee Creation Failed,费用创作失败,
Fee Creation Pending,费用创作待定,
Fee Records Created - {0},费纪录已建立 -  {0},
Feedback,反馈,
Fees,费用,
Female,女,
Fetch Data,获取数据,
Fetch Subscription Updates,获取订阅更新,
Fetch exploded BOM (including sub-assemblies),获取展开BOM（包括子物料）,
Fetching records......,获取记录中......,
Field Name,字段名称,
Fieldname,字段名,
Fields,字段,
"Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type ""Link"" or ""Table MultiSelect""",筛选字段行＃{0}：字段名<b>{1}</b>必须是“链接”或“表格MultiSelect”类型,
Filter Total Zero Qty,过滤器总计零数量,
Finance Book,账簿,
Financial / accounting year.,财务/会计年度。,
Financial Services,金融服务,
Financial Statements,财务报表,
Financial Year,财务年度,
Finish,完成,
Finished Good,成品,
Finished Good Item Code,成品商品代码,
Finished Goods,成品,
Finished Item {0} must be entered for Manufacture type entry,生产制造类库存移动，请输入生产入库物料{0},
Finished product quantity <b>{0}</b> and For Quantity <b>{1}</b> cannot be different,成品数量<b>{0}</b>和数量<b>{1}</b>不能不同,
First Name,名,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}",财政制度是强制性的，请在公司{0}设定财政制度,
Fiscal Year,财务年度,
Fiscal Year End Date should be one year after Fiscal Year Start Date,会计年度结束日期应为会计年度开始日期后一年,
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},财务年度开始日期和结束日期已经在财年{0}中设置,
Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,会计年度开始日期应比会计年度结束日期提前一年,
Fiscal Year {0} does not exist,会计年度{0}不存在,
Fiscal Year {0} is required,会计年度{0}是必需的,
Fixed Asset,固定资产,
Fixed Asset Item must be a non-stock item.,固定资产物料必须是一个非库存物料。,
Fixed Assets,固定资产,
Following Material Requests have been raised automatically based on Item's re-order level,以下物料需求数量已自动根据重订货水平相应增加了,
Following accounts might be selected in GST Settings:,以下科目可能在GST设置中选择：,
Following course schedules were created,按照课程工时单创建,
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,下列项目{0}未标记为{1}项目。您可以从项目主文件中将它们作为{1}项启用,
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,以下项{0}未标记为{1}项。您可以从项目主文件中将它们作为{1}项启用,
"Food, Beverage & Tobacco",食品，饮料与烟草,
For,对于,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",对于“产品包”的物料，仓库，序列号和批号将被从“装箱单”表考虑。如果仓库和批次号是相同的任何“产品包”项目的所有包装物料，这些值可以在主项表中输入，值将被复制到“装箱单”表。,
For Quantity (Manufactured Qty) is mandatory,数量（制造数量）字段必填,
For Supplier,对供应商,
For Warehouse,仓库,
For Warehouse is required before Submit,提交前必须选择仓库,
"For an item {0}, quantity must be negative number",对于商品{0}，数量必须是负数,
"For an item {0}, quantity must be positive number",对于商品{0}，数量必须是正数,
"For job card {0}, you can only make the 'Material Transfer for Manufacture' type stock entry",对于作业卡{0}，您只能进行“制造材料转移”类型库存条目,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",对于{1}中的行{0}。要包括物料率中{2}，行{3}也必须包括,
For row {0}: Enter Planned Qty,对于行{0}：输入计划的数量,
"For {0}, only credit accounts can be linked against another debit entry",对于{0}，只有贷方分录可以与另一个贷方科目链接,
"For {0}, only debit accounts can be linked against another credit entry",对于{0}，只有借方分录可以与另一个借方科目链接,
Forum Activity,论坛活动,
Free item code is not selected,未选择免费商品代码,
Freight and Forwarding Charges,货运及转运费用,
Frequency,频率,
Friday,星期五,
From,从,
From Address 1,来自地址1,
From Address 2,来自地址2,
From Currency and To Currency cannot be same,源货币和目标货币不能相同,
From Date and To Date lie in different Fiscal Year,从日期和到期日位于不同的财政年度,
From Date cannot be greater than To Date,起始日期不能大于结束日期,
From Date must be before To Date,起始日期日期必须在结束日期之前,
From Date should be within the Fiscal Year. Assuming From Date = {0},起始日期应该在财年之内。财年起始日是{0},
From Datetime,起始时间日期,
From Delivery Note,源销售出货单,
From Fiscal Year,从财政年度开始,
From GSTIN,来自GSTIN,
From Party Name,来自某方的名字,
From Pin Code,来自Pin码,
From Place,从地方,
From Range has to be less than To Range,从范围必须小于去范围,
From State,来自州,
From Time,起始时间,
From Time Should Be Less Than To Time,从时间应该少于去时间,
From Time cannot be greater than To Time.,从时间不能超过结束时间大。,
"From a supplier under composition scheme, Exempt and Nil rated",来自组成计划下的供应商，免税和零评级,
From and To dates required,必须指定起始和结束日期,
From value must be less than to value in row {0},行{0}的起始值必须小于去值,
From {0} | {1} {2},来自{0} | {1} {2},
Fulfillment,订单履行,
Full Name,全名,
Fully Depreciated,已提足折旧,
Furnitures and Fixtures,家具及固定装置,
"Further accounts can be made under Groups, but entries can be made against non-Groups",更多的科目可以归属到一个群组类的科目下，但会计凭证中只能使用非群组类的科目,
Further cost centers can be made under Groups but entries can be made against non-Groups,进一步的成本中心可以根据组进行，但项可以对非组进行,
Further nodes can be only created under 'Group' type nodes,只能在“组”节点下新建节点,
GSTIN,GSTIN,
GSTR3B-Form,GSTR3B表格,
Gain/Loss on Asset Disposal,在资产处置收益/损失,
Gantt Chart,甘特图,
Gantt chart of all tasks.,所有任务的甘特图。,
Gender,性别,
General,总的,
General Ledger,总帐,
Generate Material Requests (MRP) and Work Orders.,生成物料申请（MRP）和工单。,
Generate Secret,生成秘密,
Get Invocies,获取Invocies,
Get Invoices,获取发票,
Get Invoices based on Filters,根据过滤器获取发票,
Get Items from BOM,从物料清单获取物料,
Get Items from Healthcare Services,从医疗保健服务获取项目,
Get Items from Prescriptions,从处方获取物品,
Get Items from Product Bundle,从产品包获取物料,
Get Suppliers,获取供应商,
Get Suppliers By,获得供应商,
Get Updates,获取更新,
Get customers from,从...获取客户,
Get from Patient Encounter,从患者遭遇中获取,
Getting Started,入门,
GitHub Sync ID,GitHub同步ID,
Global settings for all manufacturing processes.,所有生产流程的全局设置。,
Go to the Desktop and start using ERPNext,转到桌面和开始使用ERPNext,
GoCardless SEPA Mandate,GoCardless SEPA授权,
GoCardless payment gateway settings,GoCardless支付网关设置,
Goal and Procedure,目标和程序,
Goals cannot be empty,目标不能为空,
Goods In Transit,货物正在运送中,
Goods Transferred,货物转移,
Goods and Services Tax (GST India),商品和服务税（印度消费税）,
Goods are already received against the outward entry {0},已收到针对外向条目{0}的货物,
Government,政府,
Grand Total,总计,
Grant,格兰特,
Grant Application,授予申请,
Grant Leaves,准予假期,
Grant information.,授予信息。,
Grocery,杂货,
Gross Profit,毛利,
Gross Profit %,毛利％,
Gross Profit / Loss,总利润/亏损,
Gross Purchase Amount,总采购金额,
Gross Purchase Amount is mandatory,总消费金额字段必填,
Group by Account,基于账户分组,
Group by Party,按照往来单位分组,
Group by Voucher,基于凭证分组,
Group by Voucher (Consolidated),按凭证分组（合并）,
Group node warehouse is not allowed to select for transactions,组节点仓库不允许选择用于交易,
Group to Non-Group,群组转换为非群组,
Group your students in batches,一群学生在分批,
Groups,组,
Guardian1 Email ID,Guardian1电子邮件ID,
Guardian1 Mobile No,Guardian1手机号码,
Guardian1 Name,Guardian1名称,
Guardian2 Email ID,Guardian2电子邮件ID,
Guardian2 Mobile No,Guardian2手机号码,
Guardian2 Name,Guardian2名称,
HR Manager,人力资源经理,
HSN,HSN,
HSN/SAC,HSN / SAC,
Half Yearly,半年度,
Half-Yearly,半年一次,
Hardware,硬件,
Head of Marketing and Sales,营销和销售主管,
Health Care,医疗保健,
Healthcare,卫生保健,
Healthcare (beta),医疗保健（beta）,
Healthcare Practitioner,医疗从业者,
Healthcare Practitioner not available on {0},医疗从业者在{0}上不可用,
Healthcare Practitioner {0} not available on {1},{1}上没有医疗从业者{0},
Healthcare Service Unit,医疗服务单位,
Healthcare Service Unit Tree,医疗服务单位树,
Healthcare Service Unit Type,医疗服务单位类型,
Healthcare Services,医疗服务,
Healthcare Settings,医疗设置,
Help Results for,帮助结果,
High,高,
High Sensitivity,高灵敏度,
Hold,暂缓处理,
Hold Invoice,暂缓处理费用清单,
Holiday,假期,
Holiday List,假期列表,
Hotel Rooms of type {0} are unavailable on {1},{0}类型的酒店客房不适用于{1},
Hotels,酒店,
Hourly,每小时,
Hours,小时,
How Pricing Rule is applied?,定价规则如何应用？,
Hub Category,集线器类别,
Hub Sync ID,集线器同步ID,
Human Resource,人力资源,
Human Resources,人力资源,
IFSC Code,IFSC代码,
IGST Amount,IGST金额,
IP Address,IP地址,
ITC Available (whether in full op part),ITC可用（无论是全部操作部分）,
ITC Reversed,ITC逆转,
Identifying Decision Makers,确定决策者,
"If Auto Opt In is checked, then the customers will be automatically linked with the concerned Loyalty Program (on save)",如果选中自动选择，则客户将自动与相关的忠诚度计划链接（保存时）,
"If multiple Pricing Rules continue to prevail, users are asked to set Priority manually to resolve conflict.",如果几条价格规则同时使用，系统将提醒用户设置优先级。,
"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.",如果选定的定价规则是针对“费率”制定的，则会覆盖价格清单。定价规则费率是最终费率，因此不应再应用更多折扣。因此，在诸如销售订单，采购订单等交易中，它将在&#39;费率&#39;字段中取代，而不是在&#39;价格清单单价&#39;字段中取出。,
"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.",如果存在多个价格规则，则会用优先级来区分。优先级是一个介于0到20的数字，默认值是零（或留空）。数字越大，意味着优先级别越高。,
"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.",如果忠诚度积分无限期到期，请将到期时间保持为空或0。,
"If you have any questions, please get back to us.",如果您有任何疑问，请再次与我们联系。,
Ignore Existing Ordered Qty,忽略现有的订购数量,
Image,图像,
Image View,图像视图,
Import Data,导入数据,
Import Day Book Data,导入日记簿数据,
Import Log,导入日志,
Import Master Data,导入主数据,
Import in Bulk,进口散装,
Import of goods,进口货物,
Import of services,进口服务,
Importing Items and UOMs,导入项目和UOM,
Importing Parties and Addresses,进口缔约方和地址,
In Maintenance,在维护中,
In Production,在生产中,
In Qty,数量,
In Stock Qty,库存量,
In Stock: ,有现货,
In Value,金额,
"In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent",在多层程序的情况下，客户将根据其花费自动分配到相关层,
Inactive,非活动的,
Incentives,激励政策,
Include Default Book Entries,包括默认工作簿条目,
Include Exploded Items,包含爆炸物料,
Include POS Transactions,包括POS交易,
Include UOM,包括基本计量单位,
Included in Gross Profit,包含在毛利润中,
Income,收益,
Income Account,收入科目,
Income Tax,所得税,
Incoming,来料检验,
Incoming Rate,入库库存评估价,
Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,总帐分录发现错误数字，可能是选择了错误的科目。,
Increment cannot be 0,增量不能为0,
Increment for Attribute {0} cannot be 0,增量属性{0}不能为0,
Indirect Expenses,间接支出,
Indirect Income,间接收益,
Individual,个人,
Ineligible ITC,不合格的ITC,
Initiated,已初始化,
Inpatient Record,住院病历,
Installation Note,安装通知单,
Installation Note {0} has already been submitted,安装单{0}已经提交了,
Installation date cannot be before delivery date for Item {0},物料{0}的安装日期不能早于交付日期,
Installing presets,安装预置,
Institute Abbreviation,机构缩写,
Institute Name,机构名称,
Instructor,讲师,
Insufficient Stock,库存不足,
Insurance Start date should be less than Insurance End date,保险开始日期应小于保险终止日期,
Integrated Tax,综合税,
Inter-State Supplies,国家间供应,
Internet Publishing,互联网出版,
Intra-State Supplies,国内供应,
Introduction,介绍,
Invalid Attribute,无效属性,
Invalid Blanket Order for the selected Customer and Item,无效框架订单对所选客户和物料无效,
Invalid Company for Inter Company Transaction.,公司间交易的公司无效。,
Invalid GSTIN! A GSTIN must have 15 characters.,GSTIN无效！ GSTIN必须有15个字符。,
Invalid GSTIN! First 2 digits of GSTIN should match with State number {0}.,GSTIN无效！ GSTIN的前2位数字应与州号{0}匹配。,
Invalid GSTIN! The input you've entered doesn't match the format of GSTIN.,GSTIN无效！您输入的输入与GSTIN的格式不匹配。,
Invalid Posting Time,记帐时间无效,
Invalid attribute {0} {1},无效的属性{0} {1},
Invalid quantity specified for item {0}. Quantity should be greater than 0.,项目{0}的数量无效，应为大于0的数字。,
Invalid reference {0} {1},无效的参考{0} {1},
Invalid {0},无效的{0},
Invalid {0} for Inter Company Transaction.,Inter Company Transaction无效{0}。,
Invalid {0}: {1},无效的{0}：{1},
Inventory,库存,
Investment Banking,投资银行业务,
Investments,投资,
Invoice,费用清单,
Invoice Created,已创建费用清单,
Invoice Discounting,发票贴现,
Invoice Patient Registration,患者登记费用清单,
Invoice Posting Date,费用清单记帐日期,
Invoice Type,费用清单类型,
Invoice already created for all billing hours,费用清单已在所有结算时间创建,
Invoice can't be made for zero billing hour,在零计费时间内无法开具费用清单,
Invoice {0} no longer exists,费用清单{0}不再存在,
Invoiced,已开费用清单,
Invoiced Amount,费用清单金额,
Invoices,费用清单,
Invoices for Costumers.,客户发票。,
Inward supplies from ISD,ISD的内向供应,
Inward supplies liable to reverse charge (other than 1 & 2 above),内向物品可能反向充电（上述1和2除外）,
Is Active,是活动的,
Is Default,是否默认,
Is Existing Asset,是对现有资产,
Is Frozen,被冻结,
Is Group,群组事件,
Issue,问题,
Issue Material,发料,
Issued,发行,
Issues,问题,
It is needed to fetch Item Details.,需要获取物料详细信息。,
Item,物料,
Item 1,项目1,
Item 2,物料2,
Item 3,物料3,
Item 4,物料4,
Item 5,物料5,
Item Cart,物料车,
Item Code,物料代码,
Item Code cannot be changed for Serial No.,物料代码不能因序列号改变,
Item Code required at Row No {0},行{0}中的物料代码是必须项,
Item Description,物料描述,
Item Group,物料群组,
Item Group Tree,物料群组树,
Item Group not mentioned in item master for item {0},物料{0}的所属的物料群组没有在物料主表中提及,
Item Name,项目名称,
Item Price added for {0} in Price List {1},物料价格{0}自动添加到价格清单{1}中了，以备以后订单使用,
"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, UOM, Qty and Dates.",物料价格根据价格表，供应商/客户，货币，物料，UOM，数量和日期多次出现。,
Item Price updated for {0} in Price List {1},物料价格{0}更新到价格清单{1}中了，之后的订单会使用新价格,
Item Row {0}: {1} {2} does not exist in above '{1}' table,项目行{0}：{1} {2}在上面的“{1}”表格中不存在,
Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,物料税项行{0}中必须指定类型为税项/收益/支出/应课的科目。,
Item Template,物料模板,
Item Variant Settings,物料变式设置,
Item Variant {0} already exists with same attributes,项目变体{0}已经具有相同属性的存在,
Item Variants,物料变体,
Item Variants updated,项目变体已更新,
Item has variants.,物料有变体。,
Item must be added using 'Get Items from Purchase Receipts' button,项目必须要由“从采购收货单获取物料”按键添加,
Item valuation rate is recalculated considering landed cost voucher amount,物料评估价将基于到岸成本凭证金额重新计算,
Item variant {0} exists with same attributes,相同属性物料变体{0}已存在,
Item {0} does not exist,物料{0}不存在,
Item {0} does not exist in the system or has expired,物料{0}不存在于系统中或已过期,
Item {0} has already been returned,物料{0}已被退回,
Item {0} has been disabled,物料{0}已被禁用,
Item {0} has reached its end of life on {1},物料{0}已经到达寿命终止日期{1},
Item {0} ignored since it is not a stock item,产品{0}不属于库存产品，因此被忽略,
"Item {0} is a template, please select one of its variants",物料{0}是一个模板，请选择它的一个变体,
Item {0} is cancelled,物料{0}已取消,
Item {0} is disabled,物料{0}已被禁用,
Item {0} is not a serialized Item,物料{0}不是有序列号的物料,
Item {0} is not a stock Item,物料{0}不是库存物料,
Item {0} is not active or end of life has been reached,物料{0}处于非活动或寿命终止状态,
Item {0} is not setup for Serial Nos. Check Item master,物料{0}没有启用序列号管理功能，请检查物料主数据,
Item {0} is not setup for Serial Nos. Column must be blank,项目{0}没有启用序列好管理功能，序列号必须留空,
Item {0} must be a Fixed Asset Item,物料{0}必须被定义为是固定资产,
Item {0} must be a Sub-contracted Item,项目{0}必须是外包项目,
Item {0} must be a non-stock item,物料{0}必须是一个非库存物料,
Item {0} must be a stock Item,物料{0}必须是库存物料,
Item {0} not found,物料{0}未找到,
Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},物料{0}未定义在采购订单{1}发给供应商的原材料清单中,
Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,物料{0}的订单数量{1}不能小于最低订货量{2}（物料主数据中定义）。,
Item: {0} does not exist in the system,项目{0}不存在,
Items,物料,
Items Filter,物品过滤,
Items and Pricing,物料和定价,
Items for Raw Material Request,原料要求的项目,
Job Card,工作卡,
Job card {0} created,已创建作业卡{0},
Join,加入,
Journal Entries {0} are un-linked,手工凭证{0}没有关联,
Journal Entry,手工凭证,
Journal Entry {0} does not have account {1} or already matched against other voucher,手工凭证{0}没有科目{1}或已经匹配其他凭证,
Kanban Board,看板,
Key Reports,主要报告,
LMS Activity,LMS活动,
Lab Test,实验室测试,
Lab Test Report,实验室测试报表,
Lab Test Sample,实验室测试样品,
Lab Test Template,实验室测试模板,
Lab Test UOM,实验室测试基础计量单位,
Lab Tests and Vital Signs,实验室测试和重要标志,
Lab result datetime cannot be before testing datetime,实验结果日期时间不能在测试日期时间之前,
Lab testing datetime cannot be before collection datetime,实验室测试日期时间不能在收集日期时间之前,
Label,标签,
Laboratory,实验室,
Large,大,
Last Communication,最后沟通,
Last Communication Date,最后通讯日期,
Last Name,姓,
Last Order Amount,最后订单金额,
Last Order Date,最后订购日期,
Last Purchase Price,上次采购价格,
Last Purchase Rate,最后采购价格,
Latest,最新,
Latest price updated in all BOMs,最新价格在所有BOM中更新,
Lead,商机,
Lead Count,商机计数,
Lead Owner,线索负责人,
Lead Owner cannot be same as the Lead,线索负责人不能是线索本身,
Lead Time Days,交货天数,
Lead to Quotation,从线索到报价,
"Leads help you get business, add all your contacts and more as your leads",信息帮助你的业务，你所有的联系人和更添加为您的线索,
Learn,学习,
Leave Management,休假管理,
Leave and Attendance,休假和考勤,
Leave application {0} already exists against the student {1},对学生{1}已经存在申请{0},
Leaves has been granted sucessfully,叶子已成功获得,
Leaves must be allocated in multiples of 0.5,假期天数必须为0.5的倍数,
Ledger,分类账,
Legal,法律,
Legal Expenses,法律费用,
Letter Head,信头,
Letter Heads for print templates.,打印模板的信头。,
Level,级别,
Liability,负债,
Limit Crossed,限制交叉,
Link to Material Request,链接到材料请求,
List of all share transactions,所有股份交易清单,
List of available Shareholders with folio numbers,包含folio号码的可用股东名单,
Loading Payment System,加载支付系统,
Loan,贷款,
Loan Start Date and Loan Period are mandatory to save the Invoice Discounting,贷款开始日期和贷款期限是保存发票折扣的必要条件,
Loans (Liabilities),借款（负债）,
Loans and Advances (Assets),贷款及垫款（资产）,
Local,当地,
Logs for maintaining sms delivery status,日志维护短信发送状态,
Lost,遗失,
Lost Reasons,失去的原因,
Low,低,
Low Sensitivity,低灵敏度,
Lower Income,较低收益,
Loyalty Amount,忠诚金额,
Loyalty Point Entry,忠诚度积分,
Loyalty Points,忠诚度积分,
"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.",忠诚度积分将根据所花费的完成量（通过销售费用清单）计算得出。,
Loyalty Points: {0},忠诚度积分：{0},
Loyalty Program,忠诚计划,
Main,主,
Maintenance,维护,
Maintenance Log,维护日志,
Maintenance Manager,维护经理,
Maintenance Schedule,维护计划,
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',维护计划没有为所有物料生成，请点击“生产计划”,
Maintenance Schedule {0} exists against {1},针对{1}存在维护计划{0},
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,取消此销售订单前必须取消维护计划{0},
Maintenance Status has to be Cancelled or Completed to Submit,维护状态必须取消或完成提交,
Maintenance User,维护用户,
Maintenance Visit,维护访问,
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,取消此销售订单前必须取消维护访问{0},
Maintenance start date can not be before delivery date for Serial No {0},维护的开始日期不能早于序列号为{0}的交付日期,
Make,生成,
Make Payment,付款,
Make project from a template.,从模板创建项目。,
Making Stock Entries,创建手工入库,
Male,男性,
Manage Customer Group Tree.,管理客户群组,
Manage Sales Partners.,管理销售合作伙伴。,
Manage Sales Person Tree.,管理销售人员。,
Manage Territory Tree.,管理区域,
Manage your orders,管理您的订单,
Management,管理人员,
Manager,经理,
Managing Projects,项目管理,
Managing Subcontracting,管理外包,
Mandatory,强制性,
Mandatory field - Academic Year,必修课 - 学年,
Mandatory field - Get Students From,强制性领域 - 获得学生,
Mandatory field - Program,强制性字段 - 计划,
Manufacture,生产,
Manufacturer,制造商,
Manufacturer Part Number,制造商零件编号,
Manufacturing,生产,
Manufacturing Quantity is mandatory,生产数量为必须项,
Mapping,映射,
Mapping Type,映射类型,
Mark Absent,标记为缺勤,
Mark Half Day,标记半天,
Mark Present,标记为出勤,
Marketing,市场营销,
Marketing Expenses,市场营销费用,
Marketplace,商城,
Marketplace Error,市场错误,
Masters,主数据,
Match Payments with Invoices,匹配付款与发票,
Match non-linked Invoices and Payments.,匹配无链接的发票和付款。,
Material,材料,
Material Consumption,材料消耗,
Material Consumption is not set in Manufacturing Settings.,材料消耗未在生产设置中设置。,
Material Receipt,材料收讫,
Material Request,材料申请,
Material Request Date,材料申请日期,
Material Request No,物料申请编号,
"Material Request not created, as quantity for Raw Materials already available.",物料申请未创建，因为原物料的数量已经够用。,
Material Request of maximum {0} can be made for Item {1} against Sales Order {2},销售订单{2}中物料{1}的最大材料申请量为{0},
Material Request to Purchase Order,给采购订单的材料申请,
Material Request {0} is cancelled or stopped,材料申请{0}已取消或已停止,
Material Request {0} submitted.,材料申请{0}已提交。,
Material Transfer,材料转移,
Material Transferred,转移的材料,
Material to Supplier,给供应商的材料,
Max discount allowed for item: {0} is {1}%,物料{0}的最大折扣为 {1}%,
Max: {0},最大值：{0},
Maximum Samples - {0} can be retained for Batch {1} and Item {2}.,可以为批次{1}和物料{2}保留最大样本数量{0}。,
Maximum Samples - {0} have already been retained for Batch {1} and Item {2} in Batch {3}.,批次{1}和批次{3}中的项目{2}已保留最大样本数量{0}。,
Maximum discount for Item {0} is {1}%,第{0}项的最大折扣为{1}％,
Medical Code,医疗法,
Medical Code Standard,医疗代码标准,
Medical Department,医学系,
Medical Record,医疗记录,
Medium,中,
Member Activity,会员活动,
Member ID,会员ID,
Member Name,成员名字,
Member information.,会员信息。,
Membership,会员身份,
Membership Details,会员资格,
Membership ID,会员ID,
Membership Type,会员类型,
Memebership Details,会员细节,
Memebership Type Details,会员类型详细信息,
Merge,合并,
Merge Account,合并帐户,
Merge with Existing Account,与现有帐户合并,
"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company",合并只能在以下属性中在两个记录中相同。是群组，根类型，公司,
Message Examples,消息示例,
Message Sent,消息已发送,
Method,方法,
Middle Income,中等收入,
Middle Name,中间名,
Middle Name (Optional),中间名（可选）,
Min Amt can not be greater than Max Amt,Min Amt不能大于Max Amt,
Min Qty can not be greater than Max Qty,最小数量不能大于最大数量,
Minimum Lead Age (Days),最低交货期（天）,
Miscellaneous Expenses,杂项费用,
Missing Currency Exchange Rates for {0},{0}没有货币汇率,
Missing email template for dispatch. Please set one in Delivery Settings.,缺少发送的电子邮件模板。请在“发送设置”中设置一个。,
"Missing value for Password, API Key or Shopify URL",缺少密码，API密钥或Shopify网址的值,
Mode of Payment,付款方式,
Mode of Payments,付款方式,
Mode of Transport,交通方式,
Mode of Transportation,运输方式,
Model,模型,
Moderate Sensitivity,中等敏感度,
Monday,星期一,
Monthly,每月,
Monthly Distribution,月度分布,
More,更多,
More Information,更多信息,
More...,更多...,
Motion Picture & Video,影视业,
Move,移动,
Move Item,移动物料,
Multi Currency,多币种,
Multiple Item prices.,多个物料的价格。,
Multiple Loyalty Program found for the Customer. Please select manually.,为客户找到多个忠诚度计划。请手动选择。,
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}",海报价格规则，同样的标准存在，请分配优先级解决冲突。价格规则：{0},
Multiple Variants,多种变体,
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,多个会计年度的日期{0}存在。请设置公司财年,
Music,音乐,
Name error: {0},名称错误：{0},
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,新科目的名称。注：请不要创建科目的客户和供应商,
Name or Email is mandatory,姓名或电子邮件信息必填,
Nature Of Supplies,供应的性质,
Navigating,导航,
Needs Analysis,需求分析,
Negative Quantity is not allowed,不允许负数量,
Negative Valuation Rate is not allowed,评估价不可以为负数,
Negotiation/Review,谈判/评论,
Net Asset value as on,净资产值作为,
Net Cash from Financing,从融资产生的净现金,
Net Cash from Investing,从投资产生的净现金,
Net Cash from Operations,从运营产生的净现金,
Net Change in Accounts Payable,应付账款净额变化,
Net Change in Accounts Receivable,应收账款净额变化,
Net Change in Cash,现金净变动,
Net Change in Equity,净资产收益变化,
Net Change in Fixed Asset,固定资产净变动,
Net Change in Inventory,库存净变动,
Net ITC Available(A) - (B),净ITC可用（A） - （B）,
Net Profit,净利,
Net Total,总净,
New Account Name,新建科目名称,
New Address,新地址,
New BOM,新建物料清单,
New Batch ID (Optional),新批号（可选）,
New Batch Qty,新批量,
New Company,新建公司,
New Cost Center Name,新建成本中心名称,
New Customer Revenue,新客户收入,
New Customers,新客户,
New Department,新部门,
New Employee,新员工,
New Location,新位置,
New Quality Procedure,新的质量程序,
New Sales Invoice,新的销售费用清单,
New Sales Person Name,新销售人员的姓名,
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,新序列号不能有仓库，仓库只能通过手工库存移动和采购收货单设置。,
New Warehouse Name,新仓库名称,
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},新的信用额度小于该客户未付总额。信用额度至少应该是 {0},
New task,新任务,
New {0} pricing rules are created,创建新的{0}定价规则,
Newspaper Publishers,报纸出版商,
Next,下一个,
Next Contact By cannot be same as the Lead Email Address,下一个联络人不能与线索的邮箱地址相同,
Next Contact Date cannot be in the past,接下来跟日期不能过去,
Next Steps,下一步,
No Action,没有行动,
No Customers yet!,还没有客户！,
No Data,无数据,
No Delivery Note selected for Customer {},没有为客户{}选择销售出货单,
No Item with Barcode {0},没有条码为{0}的物料,
